Poupança
Sigla;Código;Município;2020;2021;2022;2023;2024;
PR;4125704;São Miguel do Iguaçu;35674,328781031;28123,9314983794;22504,4646800809;18912,7904271239;18766,0908000322;
PR;4125753;São Pedro do Iguaçu;;;;;;
PR;4125803;São Pedro do Ivaí;22743,1457907846;26419,8183955965;20398,5572408277;17353,6555881294;12595,346721843;
PR;4125902;São Pedro do Paraná;;;;;;
PR;4126009;São Sebastião da Amoreira;8204,0838620782;7904,9264171973;7576,9179380996;6743,21095493819;5994,6182998346;
PR;4126108;São Tomé;;;;;;
PR;4126207;Sapopema;;;;;;
PR;4126256;Sarandi;134131,563225517;128453,550035172;112869,83488745;104091,285134579;103877,970167624;
PR;4126272;Saudade do Iguaçu;;;;;;
PR;4126306;Sengés;17926,2774210699;18545,9504772944;16095,0654886527;15186,01765259;15661,6991621456;
PR;4126355;Serranópolis do Iguaçu;;;;;;
PR;4126405;Sertaneja;17726,2256820991;16656,8039569996;15499,863679388;7703,5695556851;7133,37172486587;
PR;4126504;Sertanópolis;48380,0480175712;43909,8552411151;40706,5305723852;37118,58258478;34306,1567031746;
PR;4126603;Siqueira Campos;55563,0754916643;49459,6491594911;46076,841334542;41938,6231583259;44331,0077010304;
PR;4126652;Sulina;;;;;;
PR;4126678;Tamarana;;;;;;
PR;4126702;Tamboara;7796,3375181952;7450,0287325941;6811,8187946588;;;
PR;4126801;Tapejara;32780,1755049276;27848,4273812257;26864,1329646901;25028,9849545502;17200,9848153976;
PR;4126900;Tapira;6137,5976103611;5839,0247976148;5643,8191961563;5538,28258421499;5134,81111236197;
PR;4127007;Teixeira Soares;8732,0785615162;1481,4333070816;1792,1776528662;;;
PR;4127106;Telêmaco Borba;196320,004000269;183661,204658028;163657,432411179;146795,668398207;142809,397082067;
PR;4127205;Terra Boa;35940,277613057;34387,3507491983;29303,1048968038;25812,2239666288;26950,7458845313;
PR;4127304;Terra Rica;23228,5767507868;21353,1266236912;19892,7103028046;18793,5781499586;18717,9873848003;
PR;4127403;Terra Roxa;25072,016701596;22514,9423694557;18763,612011217;16049,6678131067;15851,9345403496;
PR;4127502;Tibagi;20987,3932541284;20790,3715444199;15237,8619990783;13446,9543339434;13976,2204076066;
PR;4127601;Tijucas do Sul;26303,3318514781;24154,8121600095;21985,5292964942;20212,3543010631;19385,9638875533;
PR;4127700;Toledo;322911,176269297;285371,028205191;231997,779591682;189256,410011587;192745,721024776;
PR;4127809;Tomazina;11148,3382009787;10128,5974412122;8815,5616274039;8254,1735179934;3817,80601533045;
PR;4127858;Três Barras do Paraná;8071,336626469;3251,4995859105;2899,7216189274;2619,64818886561;2512,47422906211;
PR;4127882;Tunas do Paraná;;;;;;
PR;4127908;Tuneiras do Oeste;8519,9216163152;;;;;
PR;4127957;Tupãssi;9322,3666026102;8166,7843144795;6833,7682150018;5504,34692895306;5037,58801256218;
PR;4127965;Turvo;12413,351513564;10627,911787724;10315,1236584067;9671,35510216392;3664,85235954259;
PR;4128005;Ubiratã;65919,1762569872;60628,0650555367;49880,6387769454;39785,3240592929;40946,4762999698;
PR;4128104;Umuarama;372182,622670565;326081,009524198;293013,196195278;263189,855155186;269193,006205453;
PR;4128203;União da Vitória;219346,322644447;204271,049832453;171877,517894379;160190,27596175;156244,950385896;
PR;4128302;Uniflor;;;;;;
PR;4128401;Uraí;31352,8625065783;28640,9438118842;26789,6105566632;23667,0653362255;24095,4071974203;
PR;4128500;Wenceslau Braz;66927,2155508495;64256,4898828474;56253,5343575771;49701,8336059756;47206,4984576081;
PR;4128534;Ventania;;;;;;
PR;4128559;Vera Cruz do Oeste;12041,6521825053;10772,0747696141;9408,359615049;8194,09923091345;7250,24663752123;
PR;4128609;Verê;8853,4520009755;5540,7092304603;5049,9435578652;4804,89218767296;4058,78277610843;
PR;4128625;Vila Alta;;;;;;
PR;4128633;Doutor Ulysses;;;;;;
PR;4128658;Virmond;;;;;;
PR;4128708;Vitorino;;;;;;
PR;4128807;Xambrê;;;;;;
PR;4199919;Assunguy de Cima;;;;;;
PR;4199929;Conchas;;;;;;
PR;4199939;Palmira;;;;;;
PR;4199949;Porto de Cima;;;;;;
RJ;3300100;Angra dos Reis;393470,720456076;360157,18021962;326731,195143858;311639,708399986;313936,193841783;
RJ;3300159;Aperibé;12458,3311226593;12552,596375323;10927,7398295713;10510,2240570731;10906,0943780645;
RJ;3300209;Araruama;273140,002637833;259467,931697352;229143,79971418;213680,064648927;215393,598297278;
RJ;3300225;Areal;18743,4693443763;17703,2837266748;17324,8276389955;16709,7490170166;14563,1868515927;
RJ;3300233;Armação dos Búzios;72485,3231814917;73094,7593698395;65231,4348884186;59310,4077459049;46637,1906780901;
RJ;3300258;Arraial do Cabo;58372,5049892654;53650,6902491991;49586,660668638;50986,3594871373;45981,8545175807;
RJ;3300308;Barra do Piraí;237317,079402783;227135,713600001;204574,247496191;194652,260970898;191685,373960716;
RJ;3300407;Barra Mansa;466831,698234583;426828,209590481;383415,771820848;352616,766810781;352349,008272649;
RJ;3300456;Belford Roxo;331291,718354266;315512,38296479;290467,05337217;270936,016002541;272090,988814387;
RJ;3300506;Bom Jardim;109766,183122234;93753,1511266198;86775,6170226199;89459,6207209084;89234,5531848945;
RJ;3300605;Bom Jesus do Itabapoana;126222,036039528;114416,79328817;100602,982650781;91369,7892488389;86083,3304379601;
RJ;3300704;Cabo Frio;457371,371120617;435801,46498479;456788,439492746;418070,100567739;412335,920824999;
RJ;3300803;Cachoeiras de Macacu;106827,47504592;100145,35027031;91041,7222167782;85270,8160442998;69245,8746176773;
RJ;3300902;Cambuci;23816,5486599595;21684,3195224349;20157,6706001131;19310,471331829;20851,329733219;
RJ;3300936;Carapebus;5359,8902217144;5316,075101635;4685,2491653511;4574,66125420314;5781,09932455919;
RJ;3300951;Comendador Levy Gasparian;4901,1641730546;4628,1451042173;4100,0835519926;4046,54395657069;4207,12658692037;
RJ;3301009;Campos dos Goytacazes;1488518,77490504;1340957,94333422;1197850,49514324;1104728,23777088;1084540,97060154;
RJ;3301108;Cantagalo;78301,4523409648;71196,7584176043;65596,6320095531;58750,0605707666;49337,9461333502;
RJ;3301157;Cardoso Moreira;20447,7102416517;18962,4138913481;17919,9231270636;15816,3049866332;15559,1701910457;
RJ;3301207;Carmo;36272,5858146393;35092,2111936913;32777,7621048296;32289,3630297808;32483,6194542861;
RJ;3301306;Casimiro de Abreu;67322,2899248469;59285,2193140536;49911,3629775176;46621,2529484932;48452,0980289026;
RJ;3301405;Conceição de Macabu;51012,7380213051;46253,1613003144;43019,7175284734;41283,9103297605;32408,7148895914;
RJ;3301504;Cordeiro;71189,8080632431;66164,7528606499;61846,5044570543;56228,7231574682;59607,6235044723;
RJ;3301603;Duas Barras;6226,2945392931;15678,5031711318;14205,4604292556;3828,82424058298;4079,25390687821;
RJ;3301702;Duque de Caxias;1574018,85655201;1409472,72989779;1279842,31769004;1205398,97240038;1193332,20910533;
RJ;3301801;Engenheiro Paulo de Frontin;12292,608691021;12029,4998082477;11671,0028744382;10745,6843523598;10759,0780198347;
RJ;3301850;Guapimirim;57113,6025920708;53851,4076045865;48288,6897516899;43717,7509933474;44002,4927296625;
RJ;3301876;Iguaba Grande;45808,8777283809;30752,4735430233;30235,8205003577;27311,4153548046;20031,44853795;
RJ;3301900;Itaboraí;268971,425872698;247397,648154807;229021,207874335;222630,818599086;237337,413627546;
RJ;3302007;Itaguaí;277291,630847734;248412,692298516;224814,939637014;197478,814849895;195202,571839423;
RJ;3302056;Italva;45254,9601881194;39710,6201656182;37881,5645680597;37713,5604828182;38730,3710251313;
RJ;3302106;Itaocara;102404,047251062;97119,3167669135;86727,0474873966;82736,9674135192;86960,3551187163;
RJ;3302205;Itaperuna;289154,737175113;265182,659486949;232698,044244515;213296,755289794;219511,379841266;
RJ;3302254;Itatiaia;52538,0478330364;45397,277572444;43219,787330593;38597,4820865625;38760,524287791;
RJ;3302270;Japeri;35987,4013196681;20556,6806805648;20425,9325424782;7041,34999663035;7675,4174885945;
RJ;3302304;Laje do Muriaé;13352,9670250023;12108,5344611146;3928,7305362497;;;
RJ;3302403;Macaé;837510,852602667;729990,315377831;628870,61081416;603804,030449469;621984,406761487;
RJ;3302452;Macuco;13987,4763517533;13209,9402302394;12825,9757199233;12041,9977629335;12946,7041190978;
RJ;3302502;Magé;326408,059473556;301857,67062753;272185,993456085;256934,328186794;252325,928891349;
RJ;3302601;Mangaratiba;46863,1736965584;48244,7849954093;41801,4288791005;38589,4642769277;24422,0905205665;
RJ;3302700;Maricá;306671,499358656;296739,833128659;290777,441697743;271974,528826219;283886,094336732;
RJ;3302809;Mendes;55333,0042766215;51308,3980743357;45310,5407178272;40551,7955867656;42893,7350061536;
RJ;3302858;Mesquita;136796,475906684;124366,717777856;109913,910046405;104646,807722583;104696,776008131;
RJ;3302908;Miguel Pereira;105501,106665216;100707,987378927;96129,8206455039;88428,8354139101;92451,2425843965;
RJ;3303005;Miracema;81276,9314522026;74670,7842952326;72207,6039385328;66672,4006211626;66567,926137048;
RJ;3303104;Natividade;45029,68324478;39320,521534518;37314,6446345984;34471,6178288818;34295,8758389627;
RJ;3303203;Nilópolis;425798,147844083;374827,809872941;345906,768976307;319109,477645449;320815,352488625;
RJ;3303302;Niterói;3976316,4950031;3585898,09365567;3065140,60936196;2759372,72975186;2691138,31733937;
RJ;3303401;Nova Friburgo;953728,423563444;859840,629902488;754468,662362875;671202,286116252;658929,342246547;
RJ;3303500;Nova Iguaçu;1322894,94800537;1176266,49943875;1070093,85597132;1016554,0015441;989315,352120455;
RJ;3303609;Paracambi;111997,827680498;103870,812830336;95610,1020728567;97005,6838612133;92019,4856777822;
RJ;3303708;Paraíba do Sul;97945,0553006841;89229,3020298966;79660,8536987494;73317,3698984341;71444,0494350857;
RJ;3303807;Parati;109363,344508328;104853,729158821;93446,6923677315;88678,8144455624;91841,8354954237;
RJ;3303856;Paty do Alferes;51681,9856328866;47889,8700458734;45061,7893713226;43890,8637215149;44395,8047187643;
RJ;3303906;Petrópolis;1217571,49483277;1116491,20823408;1003921,22866099;890041,878727606;870141,228568358;
RJ;3303955;Pinheiral;31954,2309354493;29149,6749644983;28492,7829293825;24038,4726842181;26241,6971323005;
RJ;3304003;Piraí;65117,7756145227;47092,8802059164;42852,442346275;38944,9096010477;38944,2720861648;
RJ;3304102;Porciúncula;48038,2921719268;42010,7555983309;39278,8775481473;34306,8500010022;39350,7522473203;
RJ;3304110;Porto Real;42417,8442331805;39310,3926404919;34672,0697988766;30485,6706867095;16084,7823281491;
RJ;3304128;Quatis;14583,6747773357;15072,2358716328;13791,0514703609;12494,580833766;13670,8275331443;
RJ;3304144;Queimados;200780,18805409;183685,545936309;171214,897070606;163872,335444002;162614,280582569;
RJ;3304151;Quissamã;42533,4302452573;37991,1163933729;35731,3124391526;35495,2112301445;33497,1078360982;
RJ;3304201;Resende;462115,928046968;427576,914847166;368700,336740945;333275,569400724;335629,132451111;
RJ;3304300;Rio Bonito;196379,674608809;182630,12503337;164052,056876809;156255,57983629;155795,231509625;
RJ;3304409;Rio Claro;28489,174623948;27773,6306701271;25880,2510510109;25244,2923769711;25591,2611231626;
RJ;3304508;Rio das Flores;7222,7621446679;5976,4970904439;6263,4718178642;6030,16968565382;6268,11292204104;
RJ;3304524;Rio das Ostras;269355,500071279;249053,648181855;224002,064210733;206828,12876089;211703,004386921;
RJ;3304557;Rio de Janeiro;38427618,0076564;34188799,7277806;29806565,4109429;27092575,3533299;26286550,8490746;
RJ;3304607;Santa Maria Madalena;17460,7465145548;16914,9905506751;16794,1754845408;5463,95941055819;6825,76117739543;
RJ;3304706;Santo Antônio de Pádua;119506,560612359;106669,939019373;89692,5027329765;81211,702811656;81933,4458122378;
RJ;3304755;São Francisco de Itabapoana;91721,2747856501;83721,4052234769;77602,0185472529;70804,2506377955;68041,5560643676;
RJ;3304805;São Fidélis;109977,072501047;106264,305690382;96878,4990708195;84307,6158435038;80972,9925092565;
RJ;3304904;São Gonçalo;1547811,69457185;1406528,23448877;1277252,40553684;1206742,90612142;1169844,57036105;
RJ;3305000;São João da Barra;69594,9852696606;64413,7689273325;61308,5782701235;63800,9126636916;62027,0141587155;
RJ;3305109;São João de Meriti;780846,720502689;663836,938394184;599094,929638192;557643,770890227;549348,722444648;
RJ;3305133;São José de Ubá;13385,3068546989;13172,9969381969;12559,2932817531;12569,7994180857;13049,599419842;
RJ;3305158;São José do Vale do Rio Preto;34777,6295212461;31194,7815320862;28129,4116450915;27014,9076777449;28045,9100209156;
RJ;3305208;São Pedro da Aldeia;151971,172246045;139799,819721054;129795,907722975;120745,596374523;123086,484763269;
RJ;3305307;São Sebastião do Alto;16281,9641285164;14546,2975857509;14054,5175829532;12936,1736586534;14304,2154272212;
RJ;3305406;Sapucaia;35118,8376008995;32965,5172588433;29838,5528810312;27712,9477519502;28166,8184986871;
RJ;3305505;Saquarema;162757,507312804;155426,068051561;144544,53208008;138228,918874819;144939,781220132;
RJ;3305554;Seropédica;104712,110442197;99560,6090618384;89334,9528623454;85728,4976406878;80960,3482279844;
RJ;3305604;Silva Jardim;24554,1540898524;22972,3885044526;22271,4685597678;21927,5686224635;24218,7854460196;
RJ;3305703;Sumidouro;29118,8474619636;27711,1242270452;26958,3672350399;25355,2537924113;25980,3110834991;
RJ;3305752;Tanguá;33687,1952459124;29289,7795663787;30480,1019812517;28315,9475482563;23235,9387663929;
RJ;3305802;Teresópolis;604542,37024999;559023,004195544;492565,505049254;444768,057402604;431214,896301883;
RJ;3305901;Trajano de Morais;16229,2725230895;16379,0451316429;17233,969832322;25971,3494807419;26620,6316676193;
RJ;3306008;Três Rios;239337,632995906;222899,819972876;203117,94375348;187961,580774852;189015,973171788;
RJ;3306107;Valença;218273,118195323;206220,249100982;185579,367193488;170891,74174644;174267,817423007;
RJ;3306156;Varre-Sai;11530,4582786885;10331,4482177044;10480,7633318294;11153,0103426989;12691,2620642028;
RJ;3306206;Vassouras;102433,689940123;97225,6808141861;92151,9745293675;86164,1823906531;68796,5102539644;
RJ;3306305;Volta Redonda;1081557,86254439;980721,213939124;871100,619846454;790789,08207941;779778,734591483;
RJ;3399919;Sâo João Marcos;;;;;;
RJ;3399929;São Sebastião do Parahyba;;;;;;
RN;2400109;Acari;;;;;;
RN;2400208;Açu;97724,5900435736;77220,3973394426;78552,0793820522;79945,6166660644;84456,3541337178;
RN;2400307;Afonso Bezerra;;;;;;
RN;2400406;Água Nova;;;;;;
RN;2400505;Alexandria;28104,6413151431;24363,9395438293;24710,1189030774;26418,3106809738;28948,5817158034;
RN;2400604;Almino Afonso;;;;;;
RN;2400703;Alto do Rodrigues;12483,20012082;7782,1810312351;8254,2723419989;8389,2824009007;8958,92626953463;
RN;2400802;Angicos;15211,3306966447;11522,8873896289;10796,6020407147;11389,6195439047;11760,3514744741;
RN;2400901;Antônio Martins;;;;;;
RN;2401008;Apodi;72753,9786529856;58457,1790294227;57771,9795581202;61453,7101368517;61783,1882986715;
RN;2401107;Areia Branca;32629,3071360196;28412,2058203874;27924,3854375649;27575,7781979282;30271,7013666725;
RN;2401206;Arês;;;;;;
RN;2401305;Augusto Severo;12855,5559267272;11111,9074789878;11461,4437961475;12140,6523925498;13994,4069018848;
RN;2401404;Baía Formosa;;;;;;
RN;2401453;Baraúna;12294,8303623332;11698,7186223488;13117,469937562;12003,8753473116;11597,6538440498;
RN;2401503;Barcelona;;;;;;
RN;2401602;Bento Fernandes;;;;;;
RN;2401651;Bodó;;;;;;
RN;2401701;Bom Jesus;;;;;;
RN;2401800;Brejinho;;;;;;
RN;2401859;Caiçara do Norte;;;;;;
RN;2401909;Caiçara do Rio do Vento;;;;;;
RN;2402006;Caicó;200886,642522133;172102,614326446;165138,443362304;158081,236316719;167630,593902561;
RN;2402105;Campo Redondo;;;;;;
RN;2402204;Canguaretama;16865,5649917322;15542,1892648453;14153,7073836384;15227,1411249544;14852,7802830076;
RN;2402303;Caraúbas;22002,5593107153;20418,3328464962;19154,7326902572;19514,5309244155;17987,4039641225;
RN;2402402;Carnaúba dos Dantas;;;;;;
RN;2402501;Carnaubais;;;;;;
RN;2402600;Ceará-Mirim;67410,3989816075;53720,6260008185;52850,6763348335;53651,7803331382;57268,4314691385;
RN;2402709;Cerro Corá;;;;;;
RN;2402808;Coronel Ezequiel;;;;;;
RN;2402907;Coronel João Pessoa;;;;;;
RN;2403004;Cruzeta;;;;;;
RN;2403103;Currais Novos;116460,169024658;91596,5215460897;88282,4080199128;94329,264592001;95853,42083284;
RN;2403202;Doutor Severiano;;;;;;
RN;2403251;Parnamirim;175540,170784264;148640,41877313;136878,925200208;134316,219595781;138301,41538144;
RN;2403301;Encanto;;;;;;
RN;2403400;Equador;;;;;;
RN;2403509;Espírito Santo;;;;;;
RN;2403608;Extremoz;6552,53826422;4836,8982036327;6048,303093235;7148,38223559986;5441,78747625459;
RN;2403707;Felipe Guerra;;;;;;
RN;2403756;Fernando Pedroza;;;;;;
RN;2403806;Florânia;;;;;;
RN;2403905;Francisco Dantas;;;;;;
RN;2404002;Frutuoso Gomes;;;;;;
RN;2404101;Galinhos;;;;;;
RN;2404200;Goianinha;67064,8594344648;56959,2592049961;58562,9318162049;58225,8160264672;61887,493771595;
RN;2404309;Governador Dix-Sept Rosado;;;;;;
RN;2404408;Grossos;;;;;;
RN;2404507;Guamaré;7619,2339024264;2686,3296615645;2712,344730019;3097,56647509933;3998,23597005452;
RN;2404606;Ielmo Marinho;;;;;;
RN;2404705;Ipanguaçu;;;;;;
RN;2404804;Ipueira;;;;;;
RN;2404853;Itajá;;;;;;
RN;2404903;Itaú;;;;;;
RN;2405009;Jaçanã;;;;;;
RN;2405108;Jandaíra;;;;;;
RN;2405207;Janduís;;;;;;
RN;2405306;Januário Cicco;;;;;;
RN;2405405;Japi;;;;;;
RN;2405504;Jardim de Angicos;;;;;;
RN;2405603;Jardim de Piranhas;;;;;;
RN;2405702;Jardim do Seridó;24350,1561138098;4457,2103643062;4407,0849130311;4250,44491019041;4517,26992967366;
RN;2405801;João Câmara;58322,7991834309;53276,2106484258;52920,9913987225;54352,8582617844;57260,3564608495;
RN;2405900;João Dias;;;;;;
RN;2406007;José da Penha;;;;;;
RN;2406106;Jucurutu;10875,9043051155;9392,0147352286;9039,8494729275;8672,30167715207;9683,58933047655;
RN;2406155;Jundiá;;;;;;
RN;2406205;Lagoa d'Anta;;;;;;
RN;2406304;Lagoa de Pedras;;;;;;
RN;2406403;Lagoa de Velhos;;;;;;
RN;2406502;Lagoa Nova;;;;;;
RN;2406601;Lagoa Salgada;;;;;;
RN;2406700;Lajes;6196,3653021272;6138,7285335095;6699,8148833492;7020,66151282006;7640,27741593774;
RN;2406809;Lajes Pintadas;;;;;;
RN;2406908;Lucrécia;;;;;;
RN;2407005;Luís Gomes;;;;;;
RN;2407104;Macaíba;55344,7638309018;45737,7029777542;49538,1467004598;48302,9077688827;56925,3814828503;
RN;2407203;Macau;52998,827740306;45935,0186090616;45344,8177089983;45498,4733953028;47603,5525237219;
RN;2407252;Major Sales;;;;;;
RN;2407302;Marcelino Vieira;;;;;;
RN;2407401;Martins;;;;;;
RN;2407500;Maxaranguape;;;;;;
RN;2407609;Messias Targino;;;;;;
RN;2407708;Montanhas;;;;;;
RN;2407807;Monte Alegre;17392,0657359481;16069,8269914341;15721,0892119311;16035,4516355952;16028,966295244;
